V1,V2,V3,V4,V5,V6
6.232543971631812618e-02,1.103297446808494953e-01,1.164424468085217823e-02,-7.089679787234390296e-02,-1.259078085106371536e-01,-1.428302943262371172e-01
9.140151063830358191e-02,2.101255744680836368e-01,1.408319078014197423e-01,2.383687942957490521e-05,-1.217170141843962466e-01,-1.842962127659532878e-01
2.880258156028935729e-02,1.682547375886507268e-01,2.325195709219872453e-01,1.501194716312021227e-01,4.496544680851184694e-02,-6.325379787233650908e-02
-1.254546808510578759e-01,-4.861609929078155451e-02,1.492072340425544541e-01,2.877067730496420395e-01,3.283062411347528742e-01,1.911052836879473527e-01
-3.463702765957391017e-01,-3.321452695035478353e-01,-7.993843617021136050e-02,4.086274078014153210e-01,7.366470354609938598e-01,5.787976985815642683e-01
-6.339525390070867017e-01,-6.406744397163135485e-01,-3.840924397163106851e-01,5.712147092198547327e-01,1.286654496453901508e+00,1.128981780141848024e+00
-9.173764680851008713e-01,-9.200369432624129207e-01,-7.882464432624101125e-01,6.421353439716281919e-01,1.774178624113475822e+00,1.633357528368798217e+00
-1.100800397163114841e+00,-1.161907780141845592e+00,-1.179900446808509251e+00,6.172143120567342711e-01,2.045027751773050184e+00,1.958558276595748548e+00
-1.059215992907795778e+00,-1.312111950354611478e+00,-1.334054450354608790e+00,4.881266134751742203e-01,1.936710212765958561e+00,1.979600691489365571e+00
-7.717899219858099791e-01,-1.133141120567377369e+00,-1.338208453900707751e+00,9.653891489361401956e-02,1.220059340425532879e+00,1.467301439716315992e+00
-4.093638510638243910e-01,-7.624869574468101652e-01,-1.234029124113474429e+00,-3.908821170212793961e-01,3.367501347517736221e-01,7.591688546099329971e-01
-1.344377801418387142e-01,-4.210077943262426903e-01,-9.798497943262396426e-01,-5.783031489361729616e-01,-1.924007375886520044e-01,2.135279361702163703e-01
2.799662411348048663e-02,-1.920286312056754818e-01,-7.048287978723395408e-01,-4.990575141843999751e-01,-2.965516099290769758e-01,-3.210464893616642862e-02
4.042269503546644382e-02,-8.804946808510780154e-02,-5.047994680851053406e-01,-3.739785460992935961e-01,-2.382024822695031352e-01,-7.773723404254949398e-02
1.534043262411897979e-02,-3.407863829787371318e-02,-3.214534716312043572e-01,-2.530745780141869239e-01,-1.757033546099286969e-01,-7.755315248226582470e-02
1.944150354610452158e-02,-1.759947517730636735e-02,-1.797741418439703920e-01,-1.696706099290808401e-01,-1.423792269503534602e-01,-8.987740425531523525e-02
3.604257446809024101e-02,3.046354609927387491e-03,-1.005864787234030944e-01,-1.154333085106415135e-01,-1.132134326241130973e-01,-8.969332269503156596e-02
4.847697872340953062e-02,2.786718439716179274e-02,-5.889048226950253234e-02,-9.035434042553476541e-02,-1.090309716312046484e-01,-9.783424113474832595e-02
5.674471631206194633e-02,3.602134751772914645e-02,-3.386115248226858471e-02,-8.195037234042794327e-02,-1.090068439716301851e-01,-1.018001595744644217e-01
6.084578723404793221e-02,4.000884397162962625e-02,-2.549848936170124800e-02,-8.604640425532220083e-02,-1.173160496453894697e-01,-1.140994113475142652e-01
6.493852482270014159e-02,4.399634042553055013e-02,-1.714415957446679961e-02,-8.180910283688180851e-02,-1.214335886524814390e-01,-1.180653297872303747e-01
6.903959574468612748e-02,5.215050354609790384e-02,-8.781496453899461166e-03,-7.756346808510897195e-02,-1.213927943262403109e-01,-1.178562482269467082e-01
6.897400000000523945e-02,5.196299999999862140e-02,-4.271666666654566537e-04,-6.915116666666970557e-02,-1.213686666666658476e-01,-1.176471666666630417e-01
6.890840425532435143e-02,5.594216312056576879e-02,7.927163120568549159e-03,-6.491386524822932713e-02,-1.171945390070916193e-01,-1.091130851063794038e-01
6.885114184397680970e-02,5.992965957446669267e-02,7.956492907802583878e-03,-6.484323049645625281e-02,-1.130204113475173910e-01,-1.089206702127624160e-01
6.879387943262925409e-02,5.975882269503407507e-02,1.214415602836971426e-02,-6.060592907801675561e-02,-1.046546170212758475e-01,-1.045615886524789845e-01
6.872828368794836607e-02,5.542131914893458355e-02,1.216515248227041483e-02,-5.636862765957725840e-02,-1.046304893617013843e-01,-1.085275070921950802e-01
6.449602127660060413e-02,5.524214893616863353e-02,1.218614893617111714e-02,-5.213132624113776120e-02,-1.046230283687935858e-01,-1.041684255319116625e-01
6.860542553191992243e-02,5.507131205673601593e-02,2.054047872340512143e-02,-5.205235815603135446e-02,-1.004405673758860251e-01,-1.039760106382946608e-01
6.854816312057236682e-02,5.906714184397027223e-02,2.056147517730582200e-02,-4.781505673759096908e-02,-1.046081063829779889e-01,-1.038002624113443378e-01
7.266590070922457345e-02,6.307130496453741686e-02,2.892413829787316218e-02,-3.941108865248504206e-02,-9.625897872340399841e-02,-9.944951418439379465e-02
6.428363829787706041e-02,5.457546808510486958e-02,2.894513475177386622e-02,-3.933212056737863532e-02,-8.789318439716246878e-02,-9.509876595744370942e-02
6.423470921986283722e-02,5.440463120567225197e-02,3.729946453900787051e-02,-3.925315248227223552e-02,-9.203572340425443532e-02,-9.074801773049316622e-02
6.419411347518194644e-02,5.840879432623984763e-02,3.732046099290857455e-02,-3.916585106383249637e-02,-9.200326241134663963e-02,-9.888893617020948212e-02
6.413685106383439083e-02,6.241295744680699920e-02,4.150812411347614556e-02,-3.492021631205966675e-02,-8.362080141843931946e-02,-9.452985460992605060e-02
6.407125531915350281e-02,6.224212056737438159e-02,4.568745390071039109e-02,-3.066624822695260960e-02,-7.941334042553087336e-02,-9.016243971630885645e-02
6.401399290780594720e-02,6.207961702127510334e-02,4.986678368794418559e-02,-2.642061347517977651e-02,-8.354754609929039566e-02,-8.996169148935852233e-02
6.812339716312526550e-02,6.608378014184269900e-02,5.404611347517843112e-02,-2.634997872340670566e-02,-9.602341843971611002e-02,-8.976927659574152063e-02
6.389946808511084986e-02,6.175460992907654684e-02,5.405877659574579580e-02,-2.627934397163363828e-02,-9.599095744680831432e-02,-8.957686170212453280e-02
6.385053900709662666e-02,6.159210638297726859e-02,5.407977304964649984e-02,-2.619204255319390259e-02,-7.929182978723302300e-02,-8.938444680850753110e-02
5.963494326241597365e-02,6.142960283687799034e-02,5.826743617021363369e-02,-2.611307446808749932e-02,-6.674270212765927301e-02,-8.502536524822365549e-02
6.792768085106838660e-02,6.542543262411223970e-02,6.662176595744763452e-02,-1.352577304964758427e-02,-6.252690780141749449e-02,-7.649961702127336394e-02
6.372041843972062192e-02,6.526292907801296839e-02,6.246776241134857632e-02,-1.760513829787427667e-02,-6.245278014184302978e-02,-8.046553546098990373e-02
6.367982269503974502e-02,6.510875886524702949e-02,6.664709219858237776e-02,-2.168450354610185898e-02,-7.488698581560207512e-02,-8.442312056737266701e-02
6.782256028369239298e-02,6.912125531914795062e-02,7.083475531914995571e-02,-2.158886879432879088e-02,-8.317119148936136241e-02,-8.421403900708901435e-02
6.363196453901129312e-02,7.314208510638176008e-02,6.669741843971710438e-02,-2.149323404255572278e-02,-8.728039716311999929e-02,-8.817995744680555414e-02
6.776636879433062255e-02,7.300458156028248602e-02,6.672674822695114083e-02,-2.139759929078265122e-02,-8.305626950354577653e-02,-8.797920921985522003e-02
6.355910638298285786e-02,7.285041134751651937e-02,7.090607801418538636e-02,-1.714363120567560100e-02,-7.469047517730421915e-02,-8.779512765957156462e-02
6.352684397163531338e-02,7.270457446808389901e-02,7.091874113475275798e-02,-1.288966312056943550e-02,-7.050801418439665846e-02,-7.926937943262125918e-02
6.347791489362109019e-02,7.672540425531815256e-02,7.092307092198678331e-02,-1.281069503546303223e-02,-7.050055319148886002e-02,-7.909363120567093619e-02
6.344565248227353182e-02,7.657956737588553220e-02,7.509406737588725234e-02,-1.274006028368996138e-02,-7.466809219858082380e-02,-8.309288297872036155e-02
6.758839007092619366e-02,8.060039716311934166e-02,7.510673049645462396e-02,-1.683609219858332381e-02,-8.716896453900653541e-02,-8.709213475177024488e-02
6.756446099291196772e-02,8.463789361702027392e-02,8.346106028368863172e-02,-1.674879078014358813e-02,-9.962817021276558493e-02,-8.273305319148638315e-02
6.753219858156440936e-02,8.450872340425433227e-02,8.348205673758932188e-02,-1.249482269503741916e-02,-9.125404255319070901e-02,-9.086563829786979685e-02
6.749993617021686487e-02,8.853788652482147414e-02,8.349471985815669350e-02,-8.240854609931253655e-03,-7.456324822694963828e-02,-9.067322340425279514e-02
6.747600709220263893e-02,9.674204964538883622e-02,9.601571631205757518e-02,-3.995219858158420567e-03,-7.454745390070850741e-02,-9.049747517730247215e-02
6.745207801418842686e-02,9.660454609928954828e-02,9.603671276595827921e-02,-3.924585106385351449e-03,-7.453165957446737655e-02,-8.615506028368526137e-02
6.325314893617399459e-02,1.006337092198571342e-01,9.605770921985898325e-02,-8.012283687945378000e-03,-7.033253191489315104e-02,-8.597931205673493837e-02
6.322088652482643623e-02,1.046628723404242761e-01,1.002537056737594495e-01,4.083510638281063684e-04,-6.611673758865226069e-02,-8.578689716311793667e-02
6.318862411347889174e-02,1.086920354609918621e-01,1.086080354609938875e-01,8.820652482267370142e-03,-6.607594326241113258e-02,-7.726948226950097753e-02
6.732302836879820729e-02,1.085461985815592417e-01,1.169623652482278953e-01,1.307462056737353565e-02,-7.019348226950310188e-02,-7.707706737588397583e-02
6.728243262411731651e-02,1.167336950354599251e-01,1.253083617021285567e-01,1.732025531914725691e-02,-7.431935460992840359e-02,-7.690131914893363896e-02
7.140850354610286943e-02,1.249211914893606085e-01,1.336626914893625784e-01,2.156589007092009000e-02,-6.179522695035376267e-02,-7.255890425531644206e-02
6.720957446808888125e-02,1.289420212765949314e-01,1.378503546099296984e-01,2.581152482269292309e-02,-5.760443262411286264e-02,-7.239148936169945148e-02
6.716897872340799047e-02,1.371295177304956148e-01,1.462046843971637200e-01,3.005715957446575270e-02,-5.341363829787196954e-02,-7.638240780141598851e-02
6.712838297872709969e-02,1.369836808510629944e-01,1.503923475177312841e-01,3.846112765957257484e-02,-5.338951063829750626e-02,-7.621499290779899793e-02
6.708778723404620892e-02,1.451711773049636778e-01,1.629133439716317078e-01,4.269842907801207205e-02,-4.919871631205661316e-02,-6.772257801418202217e-02
6.288052482269845811e-02,1.491920070921974872e-01,1.754343404255326033e-01,5.109406382978555483e-02,-3.667458865248197225e-02,-5.506349645389818637e-02
6.283992907801756733e-02,1.532128368794317408e-01,1.837970035460999296e-01,5.949803191489148185e-02,-2.830879432624042874e-02,-5.072941489361476597e-02
5.864100000000357915e-02,1.614086666666657566e-01,1.921680000000006161e-01,6.791866666666496188e-02,-2.825966666666596822e-02,-5.472033333333085892e-02
5.859207092198936290e-02,1.654294964538995660e-01,2.005389964539012748e-01,7.216430141843779844e-02,-1.987720567375864805e-02,-5.036958510638077369e-02
6.271814184397490888e-02,1.736169929078002494e-01,2.047349929078021991e-01,8.056826950354462058e-02,-1.150307801418377213e-02,-5.019383687943043681e-02
6.267754609929401810e-02,1.776378226950345030e-01,2.172559893617026228e-01,8.897223758865054066e-02,-1.145395035460931160e-02,-3.335142198581350637e-02
5.847028368794669750e-02,1.816503191489349800e-01,2.297853191489368507e-01,9.737620567375736280e-02,-7.246489361701753673e-03,-2.899234042552963422e-02
5.426302127659893976e-02,1.856628156028359011e-01,2.298063156028375409e-01,9.745517375886376954e-02,-3.039028368794195745e-03,-2.879992553191263946e-02
5.422242553191804898e-02,1.813419787234030744e-01,2.298273120567382310e-01,1.016924751773032598e-01,-7.164900709219497454e-03,-2.863251063829564194e-02
5.000682978723695882e-02,1.853544751773039956e-01,2.340149751773058229e-01,1.017547765957430017e-01,5.359226950355143460e-03,-2.014842907801200900e-02
4.995790070922273562e-02,1.893753049645382491e-01,2.382109716312062753e-01,1.101587446808498238e-01,2.205835460992954661e-02,-7.489347517728169729e-03
4.575897163120875438e-02,1.808961347517718810e-01,2.382403014184403256e-01,1.143960460992893141e-01,2.209081560283734230e-02,1.019734042555463932e-03
4.155170921986099664e-02,1.807502978723393716e-01,2.341029645390079184e-01,1.144666808510623884e-01,2.629827659574492105e-02,5.362148936172220215e-03
3.317778014184680213e-02,1.681044609929070177e-01,2.299739609929083994e-01,1.145456489361687813e-01,1.801407092198652193e-02,5.554563829789214979e-03
2.896218439716615259e-02,1.637836241134741910e-01,2.258449574468089083e-01,1.146162836879418556e-01,1.805486524822765004e-02,5.738645390072877328e-03
3.308825531915169510e-02,1.553127872340415994e-01,2.217159539007098334e-01,1.105202517730485001e-01,2.642899290780163779e-02,5.906060283689874846e-03
2.888932624113771386e-02,1.468336170212756753e-01,2.175786170212770099e-01,1.064242198581542426e-01,3.063645390070919572e-02,1.440680851064017609e-02
2.469039716312328506e-02,1.300211134751764475e-01,2.051079468085112989e-01,1.065031879432606493e-01,3.485224822695097424e-02,2.290755673759047734e-02
2.048313475177596793e-02,1.173669432624103171e-01,1.884789432624120742e-01,9.408215602836687841e-02,3.071804255319145194e-02,1.890830496454104503e-02
2.045087234042841651e-02,1.047211063829779631e-01,1.760082730496459191e-01,8.999445744680684145e-02,2.241717021276638799e-02,1.490905319149116864e-02
1.624360992908065182e-02,8.790860283687873533e-02,1.593709361702133620e-01,8.589842553191348595e-02,2.244963120567418369e-02,1.924313475177504007e-02
1.203634751773333643e-02,7.942943262411281125e-02,1.343919326241141410e-01,7.346906028368638264e-02,1.832375886524888198e-02,1.107721631205873386e-02
3.662418439719145394e-03,5.844192907801337711e-02,1.094129290780149338e-01,6.103969503545927239e-02,1.003955319148959469e-02,1.126129787234239621e-02
-5.448439716286158224e-04,4.579609219858057911e-02,8.443392553191528260e-02,4.443532978723239990e-02,5.913680851064292976e-03,3.103712765959422415e-03
-5.854397163095031303e-04,3.731692198581465503e-02,7.194658865248292068e-02,4.032263120567237263e-02,5.946141843972088670e-03,-9.038723404237898607e-04
-6.260354609903904383e-04,2.883775177304873094e-02,5.945925177305010773e-02,2.787659929077859755e-02,1.803602836880122129e-03,-4.928124113473222878e-03
-6.582978723379435959e-04,2.452524822694968076e-02,4.698024822695107128e-02,1.543890070921815662e-02,-6.497269503545829994e-03,-8.935709219856435154e-03
3.484439716314709570e-03,2.437107801418372799e-02,4.284291134751823382e-02,1.551786879432455989e-02,-6.456475177304701885e-03,-8.768294326239437636e-03
7.635510638300247593e-03,1.173357446808434568e-02,3.038057446808542506e-02,3.096836879431671963e-03,-1.474068085106307324e-02,-1.276754609928887688e-02
7.611581560286026851e-03,1.159607092198505773e-02,1.790990425531972796e-02,-9.332528368795436555e-03,-1.886655319148926313e-02,-1.676679787233875327e-02
1.176265248227201417e-02,7.300234042552686264e-03,9.614234042553791368e-03,-1.757856028368944695e-02,-2.296742553191456065e-02,-2.492438297872172706e-02
1.590539007092422324e-02,1.133773049645317443e-02,9.651897163121158502e-03,-1.749125886524971474e-02,-2.708496453900652995e-02,-2.059030141843829972e-02
